class,index,true,pred,misclassified,perturb_norm_l2
2,259,2,9,True,784.4601440429688
2,260,2,0,True,479.5439147949219
2,261,2,3,True,735.3292846679688
2,262,2,3,True,790.3463745117188
2,263,2,0,True,652.9883422851562
2,264,2,3,True,785.3220825195312
2,265,2,1,True,789.2675170898438
2,266,2,3,True,702.9354858398438
2,267,2,3,True,253.5805206298828
2,268,2,3,True,717.5529174804688
2,269,2,0,True,0.0
2,270,2,3,True,604.7595825195312
2,271,2,1,True,769.7805786132812
2,272,2,0,True,142.70152282714844
2,273,2,0,True,770.6304321289062
2,274,2,6,True,789.9600219726562
2,275,2,3,True,799.1435546875
2,276,2,3,True,781.588623046875
2,277,2,3,True,792.1173095703125
2,278,2,3,True,786.7068481445312
2,279,2,3,True,784.8655395507812
2,280,2,2,False,762.5712890625
2,281,2,6,True,784.7969360351562
2,282,2,3,True,588.3886108398438
2,283,2,7,True,774.6340942382812
2,284,2,7,True,775.8558959960938
2,285,2,3,True,740.50390625
2,286,2,0,True,529.10205078125
2,287,2,3,True,384.638916015625
2,288,2,3,True,766.5182495117188
2,289,2,3,True,781.2802734375
2,290,2,5,True,711.5892944335938
2,291,2,3,True,779.0531616210938
2,292,2,3,True,711.642578125
2,293,2,1,True,786.6793212890625
2,294,2,3,True,687.5208129882812
2,295,2,3,True,777.0178833007812
2,296,2,0,True,795.3011474609375
2,297,2,3,True,771.7013549804688
2,298,2,3,True,796.576904296875
2,299,2,3,True,772.3668823242188
3,300,3,2,True,793.5247192382812
3,301,3,2,True,803.6991577148438
3,302,3,2,True,781.1435546875
3,303,3,1,True,749.9966430664062
3,304,3,0,True,786.26416015625
3,305,3,2,True,798.4281616210938
3,306,3,2,True,789.3854370117188
3,307,3,2,True,802.331787109375
3,308,3,2,True,783.9830932617188
3,309,3,2,True,785.1129150390625
3,310,3,0,True,791.449462890625
3,311,3,0,True,783.8150634765625
3,312,3,9,True,792.6181030273438
3,313,3,2,True,783.715087890625
3,314,3,2,True,786.9552001953125
3,315,3,2,True,778.7564697265625
3,316,3,2,True,788.8887329101562
3,317,3,9,True,760.4113159179688
3,318,3,1,True,795.3712768554688
3,319,3,0,True,789.9447021484375
3,320,3,0,True,763.4153442382812
3,321,3,2,True,805.1400756835938
3,322,3,2,True,789.20068359375
3,323,3,3,False,798.209228515625
3,324,3,2,True,804.9345092773438
3,325,3,0,True,784.0338745117188
3,326,3,0,True,787.7522583007812
3,327,3,2,True,783.6209716796875
3,328,3,6,True,772.2988891601562
3,329,3,2,True,781.7919921875
3,330,3,2,True,795.6231689453125
3,331,3,2,True,790.4485473632812
3,332,3,8,True,751.7529907226562
3,333,3,9,True,788.6123046875
3,334,3,9,True,769.584716796875
3,335,3,2,True,789.0625610351562
3,336,3,2,True,793.3013305664062
3,337,3,2,True,782.4608154296875
3,338,3,0,True,791.9935302734375
3,339,3,2,True,798.3389282226562
3,340,3,2,True,794.93359375
3,341,3,2,True,793.8339233398438
3,342,3,2,True,756.5479736328125
3,343,3,2,True,799.070556640625
3,344,3,0,True,785.837158203125
3,345,3,0,True,781.73828125
3,346,3,5,True,755.754150390625
3,347,3,2,True,767.1907958984375
3,348,3,2,True,790.7252807617188
3,349,3,2,True,801.4483032226562
3,350,3,0,True,768.21630859375
3,351,3,9,True,772.8034057617188
3,352,3,0,True,785.6029663085938
3,353,3,9,True,786.464599609375
3,354,3,9,True,769.79345703125
3,355,3,3,False,801.2191162109375
3,356,3,3,False,706.7505493164062
3,357,3,0,True,796.5960693359375
3,358,3,2,True,783.1475219726562
3,359,3,2,True,783.0380859375
3,360,3,3,False,783.7630615234375
3,361,3,2,True,799.9651489257812
3,362,3,0,True,779.2296142578125
3,363,3,2,True,794.8035278320312
3,364,3,2,True,793.75439453125
3,365,3,7,True,792.3153686523438
3,366,3,0,True,787.6513671875
3,367,3,2,True,782.7425537109375
3,368,3,2,True,797.70654296875
3,369,3,2,True,797.6133422851562
3,370,3,2,True,790.3487548828125
3,371,3,3,False,794.1279907226562
3,372,3,0,True,778.85302734375
3,373,3,2,True,802.4661865234375
3,374,3,0,True,599.3356323242188
3,375,3,1,True,773.9407348632812
3,376,3,2,True,794.2332153320312
3,377,3,9,True,806.3368530273438
3,378,3,2,True,785.5006103515625
3,379,3,2,True,792.955322265625
3,380,3,2,True,785.9178466796875
3,381,3,0,True,791.8474731445312
3,382,3,0,True,769.1052856445312
3,383,3,2,True,794.5359497070312
3,384,3,0,True,788.247314453125
3,385,3,2,True,783.9058227539062
3,386,3,0,True,779.0050048828125
3,387,3,2,True,793.4971923828125
3,388,3,2,True,795.6921997070312
3,389,3,2,True,787.310791015625
3,390,3,5,True,750.3049926757812
3,391,3,5,True,808.0011596679688
3,392,3,2,True,774.1171875
3,393,3,2,True,752.4022216796875
3,394,3,0,True,795.5360717773438
3,395,3,2,True,788.1992797851562
3,396,3,0,True,777.7796020507812
3,397,3,0,True,792.662353515625
3,398,3,3,False,801.0342407226562
3,399,3,2,True,790.76025390625
