class,index,true,pred,misclassified,perturb_norm_l2
9,937,9,3,True,798.6326293945312
9,938,9,0,True,713.54931640625
9,939,9,3,True,773.7206420898438
9,940,9,2,True,777.33154296875
9,941,9,2,True,791.434814453125
9,942,9,3,True,757.6748657226562
9,943,9,0,True,777.5736694335938
9,944,9,3,True,737.9387817382812
9,945,9,3,True,749.210693359375
9,946,9,3,True,770.3031616210938
9,947,9,3,True,732.43994140625
9,948,9,2,True,766.7220458984375
9,949,9,3,True,732.9674072265625
9,950,9,0,True,616.212890625
9,951,9,1,True,773.3192138671875
9,952,9,2,True,712.4696044921875
9,953,9,2,True,786.4424438476562
9,954,9,2,True,785.7800903320312
9,955,9,0,True,237.29586791992188
9,956,9,3,True,777.2896118164062
9,957,9,3,True,754.5241088867188
9,958,9,0,True,752.3092041015625
9,959,9,0,True,461.6120300292969
9,960,9,3,True,657.7603149414062
9,961,9,0,True,713.40771484375
9,962,9,3,True,794.7648315429688
9,963,9,0,True,764.1190185546875
9,964,9,2,True,788.6129150390625
9,965,9,2,True,773.2039794921875
9,966,9,2,True,791.555908203125
9,967,9,2,True,797.793701171875
9,968,9,0,True,594.4058227539062
9,969,9,0,True,791.8015747070312
9,970,9,3,True,772.154296875
9,971,9,3,True,786.6798706054688
9,972,9,3,True,790.9313354492188
9,973,9,2,True,755.369140625
9,974,9,2,True,794.7250366210938
9,975,9,3,True,753.83544921875
9,976,9,3,True,785.3248291015625
9,977,9,2,True,726.1243896484375
9,978,9,0,True,783.3670043945312
9,979,9,3,True,784.41162109375
9,980,9,3,True,734.2587890625
9,981,9,1,True,774.876220703125
9,982,9,2,True,784.1657104492188
9,983,9,2,True,771.8981323242188
9,984,9,3,True,782.8961181640625
9,985,9,0,True,772.921630859375
9,986,9,3,True,734.7833862304688
9,987,9,3,True,714.8143920898438
9,988,9,2,True,764.8916625976562
9,989,9,3,True,785.768310546875
9,990,9,0,True,0.0
9,991,9,0,True,795.3720092773438
9,992,9,3,True,723.2427978515625
9,993,9,1,True,785.8590698242188
9,994,9,0,True,768.7314453125
9,995,9,3,True,761.3379516601562
9,996,9,2,True,716.9112548828125
9,997,9,0,True,183.769287109375
9,998,9,3,True,803.5394897460938
9,999,9,3,True,648.6802978515625
