class,index,true,pred,misclassified,perturb_norm_l2
7,757,7,3,True,764.5236206054688
7,758,7,2,True,751.6318969726562
7,759,7,3,True,771.2897338867188
7,760,7,2,True,759.5591430664062
7,761,7,0,True,785.0997314453125
7,762,7,2,True,768.6896362304688
7,763,7,3,True,701.8182373046875
7,764,7,0,True,312.01568603515625
7,765,7,2,True,793.3021850585938
7,766,7,2,True,796.846923828125
7,767,7,3,True,790.6232299804688
7,768,7,2,True,797.563232421875
7,769,7,0,True,769.36181640625
7,770,7,2,True,775.9414672851562
7,771,7,3,True,783.3280639648438
7,772,7,2,True,779.3020629882812
7,773,7,3,True,792.0897827148438
7,774,7,2,True,778.3699951171875
7,775,7,2,True,777.5396118164062
7,776,7,2,True,758.65478515625
7,777,7,2,True,772.8981323242188
7,778,7,9,True,730.8912353515625
7,779,7,2,True,814.5993041992188
7,780,7,2,True,777.3360595703125
7,781,7,2,True,795.1882934570312
7,782,7,3,True,728.2279663085938
7,783,7,0,True,0.0
7,784,7,0,True,772.9187622070312
7,785,7,3,True,775.4913330078125
7,786,7,2,True,762.09716796875
7,787,7,3,True,794.4144897460938
7,788,7,3,True,788.8343505859375
7,789,7,2,True,781.14794921875
7,790,7,3,True,771.8314819335938
7,791,7,2,True,796.9161376953125
7,792,7,3,True,790.3765869140625
7,793,7,2,True,801.9376831054688
7,794,7,2,True,786.4849243164062
7,795,7,2,True,794.085693359375
7,796,7,0,True,142.47598266601562
7,797,7,2,True,790.9165649414062
7,798,7,3,True,758.6486206054688
7,799,7,2,True,785.8603515625
